record_id,subset,label,duration_s,n_segments,cache_path,fold
b0420,training-b,normal,8.0,2,cache/cinc2016/b0420.npz,2
b0421,training-b,normal,8.0,2,cache/cinc2016/b0421.npz,1
b0422,training-b,abnormal,8.0,2,cache/cinc2016/b0422.npz,4
b0423,training-b,normal,8.0,2,cache/cinc2016/b0423.npz,4
b0424,training-b,normal,8.0,2,cache/cinc2016/b0424.npz,1
b0425,training-b,normal,8.0,2,cache/cinc2016/b0425.npz,3
b0426,training-b,normal,8.0,2,cache/cinc2016/b0426.npz,2
b0427,training-b,abnormal,8.0,2,cache/cinc2016/b0427.npz,3
b0428,training-b,abnormal,8.0,2,cache/cinc2016/b0428.npz,4
b0429,training-b,normal,8.0,2,cache/cinc2016/b0429.npz,0
b0430,training-b,normal,8.0,2,cache/cinc2016/b0430.npz,0
b0431,training-b,normal,8.0,2,cache/cinc2016/b0431.npz,0
b0432,training-b,normal,8.0,2,cache/cinc2016/b0432.npz,0
b0433,training-b,normal,8.0,2,cache/cinc2016/b0433.npz,0
b0434,training-b,normal,8.0,2,cache/cinc2016/b0434.npz,1
b0435,training-b,normal,8.0,2,cache/cinc2016/b0435.npz,3
b0436,training-b,abnormal,8.0,2,cache/cinc2016/b0436.npz,4
b0437,training-b,abnormal,8.0,2,cache/cinc2016/b0437.npz,0
b0438,training-b,normal,8.0,2,cache/cinc2016/b0438.npz,0
b0439,training-b,normal,8.0,2,cache/cinc2016/b0439.npz,0
b0440,training-b,normal,8.0,2,cache/cinc2016/b0440.npz,3
b0441,training-b,normal,7.6315,2,cache/cinc2016/b0441.npz,3
b0442,training-b,normal,8.0,2,cache/cinc2016/b0442.npz,0
b0443,training-b,normal,8.0,2,cache/cinc2016/b0443.npz,2
b0444,training-b,abnormal,8.0,2,cache/cinc2016/b0444.npz,3
b0445,training-b,normal,8.0,2,cache/cinc2016/b0445.npz,2
b0446,training-b,abnormal,8.0,2,cache/cinc2016/b0446.npz,1
b0447,training-b,normal,8.0,2,cache/cinc2016/b0447.npz,1
b0448,training-b,normal,8.0,2,cache/cinc2016/b0448.npz,1
b0449,training-b,normal,8.0,2,cache/cinc2016/b0449.npz,2
b0450,training-b,abnormal,8.0,2,cache/cinc2016/b0450.npz,3
b0451,training-b,normal,8.0,2,cache/cinc2016/b0451.npz,4
b0452,training-b,normal,8.0,2,cache/cinc2016/b0452.npz,2
b0453,training-b,normal,8.0,2,cache/cinc2016/b0453.npz,0
b0454,training-b,normal,8.0,2,cache/cinc2016/b0454.npz,3
b0455,training-b,abnormal,7.7275,2,cache/cinc2016/b0455.npz,1
b0456,training-b,normal,8.0,2,cache/cinc2016/b0456.npz,4
b0457,training-b,normal,8.0,2,cache/cinc2016/b0457.npz,3
b0458,training-b,normal,8.0,2,cache/cinc2016/b0458.npz,1
b0459,training-b,normal,8.0,2,cache/cinc2016/b0459.npz,1
b0460,training-b,normal,8.0,2,cache/cinc2016/b0460.npz,2
b0461,training-b,normal,8.0,2,cache/cinc2016/b0461.npz,3
b0462,training-b,normal,8.0,2,cache/cinc2016/b0462.npz,1
b0463,training-b,normal,8.0,2,cache/cinc2016/b0463.npz,0
b0464,training-b,normal,8.0,2,cache/cinc2016/b0464.npz,0
b0465,training-b,abnormal,8.0,2,cache/cinc2016/b0465.npz,2
b0466,training-b,normal,8.0,2,cache/cinc2016/b0466.npz,1
b0467,training-b,abnormal,8.0,2,cache/cinc2016/b0467.npz,1
b0468,training-b,abnormal,8.0,2,cache/cinc2016/b0468.npz,3
b0469,training-b,normal,8.0,2,cache/cinc2016/b0469.npz,2
b0470,training-b,normal,8.0,2,cache/cinc2016/b0470.npz,1
b0471,training-b,abnormal,8.0,2,cache/cinc2016/b0471.npz,2
b0472,training-b,normal,8.0,2,cache/cinc2016/b0472.npz,1
b0473,training-b,normal,8.0,2,cache/cinc2016/b0473.npz,2
b0474,training-b,abnormal,8.0,2,cache/cinc2016/b0474.npz,2
b0475,training-b,normal,8.0,2,cache/cinc2016/b0475.npz,4
b0476,training-b,abnormal,8.0,2,cache/cinc2016/b0476.npz,3
b0477,training-b,normal,8.0,2,cache/cinc2016/b0477.npz,2
b0478,training-b,normal,8.0,2,cache/cinc2016/b0478.npz,3
b0479,training-b,normal,8.0,2,cache/cinc2016/b0479.npz,2
b0480,training-b,normal,8.0,2,cache/cinc2016/b0480.npz,0
b0481,training-b,normal,8.0,2,cache/cinc2016/b0481.npz,1
b0482,training-b,normal,8.0,2,cache/cinc2016/b0482.npz,2
b0483,training-b,normal,8.0,2,cache/cinc2016/b0483.npz,4
b0484,training-b,abnormal,8.0,2,cache/cinc2016/b0484.npz,1
b0485,training-b,normal,8.0,2,cache/cinc2016/b0485.npz,4
b0486,training-b,normal,8.0,2,cache/cinc2016/b0486.npz,2
b0487,training-b,normal,8.0,2,cache/cinc2016/b0487.npz,4
b0488,training-b,normal,8.0,2,cache/cinc2016/b0488.npz,3
b0489,training-b,normal,8.0,2,cache/cinc2016/b0489.npz,0
b0490,training-b,normal,8.0,2,cache/cinc2016/b0490.npz,3
c0001,training-c,abnormal,22.723,8,cache/cinc2016/c0001.npz,4
c0002,training-c,abnormal,11.5765,3,cache/cinc2016/c0002.npz,3
c0003,training-c,normal,32.6475,12,cache/cinc2016/c0003.npz,3
c0004,training-c,abnormal,57.4725,21,cache/cinc2016/c0004.npz,1
c0005,training-c,abnormal,9.649,2,cache/cinc2016/c0005.npz,3
c0006,training-c,normal,29.1805,10,cache/cinc2016/c0006.npz,3
c0007,training-c,normal,31.655,11,cache/cinc2016/c0007.npz,3
c0008,training-c,abnormal,30.042,11,cache/cinc2016/c0008.npz,4
c0009,training-c,abnormal,60.258,23,cache/cinc2016/c0009.npz,0
c0010,training-c,abnormal,89.293,34,cache/cinc2016/c0010.npz,3
c0011,training-c,normal,69.0365,26,cache/cinc2016/c0011.npz,4
c0012,training-c,abnormal,18.837,6,cache/cinc2016/c0012.npz,0
c0013,training-c,abnormal,32.119,11,cache/cinc2016/c0013.npz,0
c0014,training-c,abnormal,44.42,16,cache/cinc2016/c0014.npz,4
c0015,training-c,abnormal,85.1755,33,cache/cinc2016/c0015.npz,0
c0016,training-c,normal,24.7945,8,cache/cinc2016/c0016.npz,3
c0017,training-c,abnormal,61.4135,23,cache/cinc2016/c0017.npz,3
c0018,training-c,abnormal,68.305,26,cache/cinc2016/c0018.npz,1
c0019,training-c,abnormal,51.817,19,cache/cinc2016/c0019.npz,3
c0020,training-c,abnormal,69.0515,26,cache/cinc2016/c0020.npz,4
c0021,training-c,abnormal,60.3585,23,cache/cinc2016/c0021.npz,1
c0022,training-c,normal,71.8115,27,cache/cinc2016/c0022.npz,3
c0023,training-c,abnormal,36.009,13,cache/cinc2016/c0023.npz,3
c0024,training-c,abnormal,106.0495,41,cache/cinc2016/c0024.npz,3
c0025,training-c,abnormal,56.3865,21,cache/cinc2016/c0025.npz,3
c0026,training-c,abnormal,42.1855,15,cache/cinc2016/c0026.npz,3
c0027,training-c,abnormal,69.6395,26,cache/cinc2016/c0027.npz,0
c0028,training-c,abnormal,14.629,4,cache/cinc2016/c0028.npz,3
c0029,training-c,abnormal,36.986,13,cache/cinc2016/c0029.npz,0
c0030,training-c,normal,16.9655,5,cache/cinc2016/c0030.npz,1
c0031,training-c,abnormal,121.9985,47,cache/cinc2016/c0031.npz,1
d0001,training-d,normal,6.6075,1,cache/cinc2016/d0001.npz,0
d0002,training-d,abnormal,10.8465,3,cache/cinc2016/d0002.npz,1
d0003,training-d,abnormal,11.04,3,cache/cinc2016/d0003.npz,2
d0004,training-d,abnormal,9.514,2,cache/cinc2016/d0004.npz,3
d0005,training-d,normal,9.4175,2,cache/cinc2016/d0005.npz,0
d0006,training-d,normal,6.908,1,cache/cinc2016/d0006.npz,2
d0007,training-d,normal,12.78,4,cache/cinc2016/d0007.npz,3
d0008,training-d,abnormal,29.79,10,cache/cinc2016/d0008.npz,4
d0009,training-d,abnormal,12.4055,3,cache/cinc2016/d0009.npz,2
d0010,training-d,abnormal,12.0475,3,cache/cinc2016/d0010.npz,0
d0011,training-d,abnormal,23.07,8,cache/cinc2016/d0011.npz,0
d0012,training-d,abnormal,17.07,5,cache/cinc2016/d0012.npz,3
d0013,training-d,normal,9.221,2,cache/cinc2016/d0013.npz,3
d0014,training-d,abnormal,8.043,2,cache/cinc2016/d0014.npz,3
d0015,training-d,normal,7.6125,2,cache/cinc2016/d0015.npz,1
d0016,training-d,normal,11.0475,3,cache/cinc2016/d0016.npz,2
d0017,training-d,abnormal,12.329,3,cache/cinc2016/d0017.npz,3
d0018,training-d,abnormal,17.853,6,cache/cinc2016/d0018.npz,1
d0019,training-d,abnormal,8.318,2,cache/cinc2016/d0019.npz,4
d0020,training-d,normal,11.0885,3,cache/cinc2016/d0020.npz,3
d0021,training-d,abnormal,22.05,7,cache/cinc2016/d0021.npz,2
d0022,training-d,abnormal,24.12,8,cache/cinc2016/d0022.npz,3
d0023,training-d,normal,16.38,5,cache/cinc2016/d0023.npz,1
d0024,training-d,normal,7.96,2,cache/cinc2016/d0024.npz,0
d0025,training-d,normal,14.28,4,cache/cinc2016/d0025.npz,3
d0026,training-d,abnormal,21.27,7,cache/cinc2016/d0026.npz,1
d0027,training-d,normal,12.06,3,cache/cinc2016/d0027.npz,1
d0028,training-d,abnormal,8.668,2,cache/cinc2016/d0028.npz,3
d0029,training-d,abnormal,8.426,2,cache/cinc2016/d0029.npz,2
d0030,training-d,normal,8.1805,2,cache/cinc2016/d0030.npz,4
d0031,training-d,normal,17.3135,5,cache/cinc2016/d0031.npz,0
d0032,training-d,abnormal,15.87,5,cache/cinc2016/d0032.npz,4
d0033,training-d,abnormal,14.464,4,cache/cinc2016/d0033.npz,2
d0034,training-d,abnormal,27.99,10,cache/cinc2016/d0034.npz,4
d0035,training-d,abnormal,19.23,6,cache/cinc2016/d0035.npz,0
d0036,training-d,normal,20.0625,7,cache/cinc2016/d0036.npz,1
d0037,training-d,normal,12.5365,4,cache/cinc2016/d0037.npz,1
d0038,training-d,abnormal,26.97,9,cache/cinc2016/d0038.npz,0
d0039,training-d,abnormal,11.3515,3,cache/cinc2016/d0039.npz,3
d0040,training-d,abnormal,29.1,10,cache/cinc2016/d0040.npz,3
d0041,training-d,normal,29.077,10,cache/cinc2016/d0041.npz,3
d0042,training-d,abnormal,48.54,18,cache/cinc2016/d0042.npz,2
d0043,training-d,normal,10.0245,3,cache/cinc2016/d0043.npz,4
d0044,training-d,normal,8.0775,2,cache/cinc2016/d0044.npz,2
d0045,training-d,normal,6.637,1,cache/cinc2016/d0045.npz,0
d0046,training-d,abnormal,18.801,6,cache/cinc2016/d0046.npz,1
d0047,training-d,normal,13.08,4,cache/cinc2016/d0047.npz,2
d0048,training-d,normal,15.36,5,cache/cinc2016/d0048.npz,3
d0049,training-d,normal,12.03,3,cache/cinc2016/d0049.npz,2
d0050,training-d,normal,10.739,3,cache/cinc2016/d0050.npz,4
d0051,training-d,abnormal,13.596,4,cache/cinc2016/d0051.npz,2
d0052,training-d,abnormal,33.15,12,cache/cinc2016/d0052.npz,4
d0053,training-d,normal,8.49,2,cache/cinc2016/d0053.npz,4
d0054,training-d,normal,8.3695,2,cache/cinc2016/d0054.npz,1
d0055,training-d,normal,11.86,3,cache/cinc2016/d0055.npz,4
e00001,training-e,normal,20.919,7,cache/cinc2016/e00001.npz,4
e00002,training-e,normal,24.177,8,cache/cinc2016/e00002.npz,0
e00003,training-e,normal,21.173,7,cache/cinc2016/e00003.npz,1
e00004,training-e,normal,19.755,6,cache/cinc2016/e00004.npz,3
e00005,training-e,normal,34.109,12,cache/cinc2016/e00005.npz,2
e00006,training-e,normal,22.458,7,cache/cinc2016/e00006.npz,1
e00007,training-e,normal,27.385,9,cache/cinc2016/e00007.npz,3
e00008,training-e,normal,15.25,5,cache/cinc2016/e00008.npz,1
e00009,training-e,normal,14.412,4,cache/cinc2016/e00009.npz,2
e00010,training-e,normal,19.718,6,cache/cinc2016/e00010.npz,4
e00011,training-e,normal,19.138,6,cache/cinc2016/e00011.npz,2
e00012,training-e,normal,16.067,5,cache/cinc2016/e00012.npz,2
e00013,training-e,normal,20.938,7,cache/cinc2016/e00013.npz,2
e00014,training-e,normal,10.564,3,cache/cinc2016/e00014.npz,3
e00015,training-e,normal,29.557,10,cache/cinc2016/e00015.npz,1
e00016,training-e,normal,27.348,9,cache/cinc2016/e00016.npz,0
e00017,training-e,normal,39.767,14,cache/cinc2016/e00017.npz,0
e00018,training-e,normal,39.452,14,cache/cinc2016/e00018.npz,4
e00019,training-e,normal,21.699,7,cache/cinc2016/e00019.npz,4
e00020,training-e,abnormal,24.218,8,cache/cinc2016/e00020.npz,1
e00021,training-e,normal,24.437,8,cache/cinc2016/e00021.npz,1
e00022,training-e,normal,16.257,5,cache/cinc2016/e00022.npz,3
e00023,training-e,normal,14.882,4,cache/cinc2016/e00023.npz,1
e00024,training-e,normal,21.193,7,cache/cinc2016/e00024.npz,2
e00025,training-e,normal,22.607,8,cache/cinc2016/e00025.npz,1
e00026,training-e,normal,8.589,2,cache/cinc2016/e00026.npz,1
e00027,training-e,normal,31.488,11,cache/cinc2016/e00027.npz,2
e00028,training-e,normal,13.306,4,cache/cinc2016/e00028.npz,3
e00029,training-e,normal,31.829,11,cache/cinc2016/e00029.npz,3
e00030,training-e,normal,29.443,10,cache/cinc2016/e00030.npz,4
e00031,training-e,normal,50.771,19,cache/cinc2016/e00031.npz,4
e00032,training-e,normal,31.167,11,cache/cinc2016/e00032.npz,4
e00033,training-e,normal,9.107,2,cache/cinc2016/e00033.npz,2
e00034,training-e,normal,11.09,3,cache/cinc2016/e00034.npz,3
e00035,training-e,normal,33.668,12,cache/cinc2016/e00035.npz,3
e00036,training-e,normal,14.406,4,cache/cinc2016/e00036.npz,3
e00037,training-e,normal,41.783,15,cache/cinc2016/e00037.npz,2
e00038,training-e,normal,12.459,3,cache/cinc2016/e00038.npz,3
e00039,training-e,normal,9.667,2,cache/cinc2016/e00039.npz,0
e00040,training-e,normal,41.697,15,cache/cinc2016/e00040.npz,4
e00041,training-e,normal,22.955,8,cache/cinc2016/e00041.npz,2
e00042,training-e,normal,22.488,7,cache/cinc2016/e00042.npz,4
e00043,training-e,normal,28.511,10,cache/cinc2016/e00043.npz,2
e00044,training-e,normal,14.437,4,cache/cinc2016/e00044.npz,3
e00045,training-e,normal,21.757,7,cache/cinc2016/e00045.npz,2
e00046,training-e,normal,14.868,4,cache/cinc2016/e00046.npz,3
e00047,training-e,normal,26.528,9,cache/cinc2016/e00047.npz,2
e00048,training-e,abnormal,22.129,7,cache/cinc2016/e00048.npz,4
e00049,training-e,normal,22.743,8,cache/cinc2016/e00049.npz,1
e00050,training-e,normal,22.944,8,cache/cinc2016/e00050.npz,3
e00051,training-e,normal,24.831,8,cache/cinc2016/e00051.npz,3
e00052,training-e,normal,27.501,10,cache/cinc2016/e00052.npz,1
e00053,training-e,normal,24.423,8,cache/cinc2016/e00053.npz,4
e00054,training-e,normal,48.68,18,cache/cinc2016/e00054.npz,1
e00055,training-e,normal,49.454,18,cache/cinc2016/e00055.npz,4
e00056,training-e,normal,14.408,4,cache/cinc2016/e00056.npz,0
e00057,training-e,normal,29.938,10,cache/cinc2016/e00057.npz,0
e00058,training-e,normal,31.205,11,cache/cinc2016/e00058.npz,2
e00059,training-e,abnormal,20.6195,7,cache/cinc2016/e00059.npz,3
e00060,training-e,normal,17.548,6,cache/cinc2016/e00060.npz,1
e00061,training-e,normal,13.799,4,cache/cinc2016/e00061.npz,0
e00062,training-e,normal,13.499,4,cache/cinc2016/e00062.npz,1
e00063,training-e,normal,8.434,2,cache/cinc2016/e00063.npz,2
e00064,training-e,normal,27.177,9,cache/cinc2016/e00064.npz,2
e00065,training-e,normal,24.755,8,cache/cinc2016/e00065.npz,3
e00066,training-e,normal,12.005,3,cache/cinc2016/e00066.npz,0
e00067,training-e,normal,23.706,8,cache/cinc2016/e00067.npz,3
e00068,training-e,normal,17.773,6,cache/cinc2016/e00068.npz,2
e00069,training-e,normal,15.915,5,cache/cinc2016/e00069.npz,3
e00070,training-e,normal,43.582,16,cache/cinc2016/e00070.npz,3
e00071,training-e,abnormal,21.177,7,cache/cinc2016/e00071.npz,3
e00072,training-e,normal,11.97,3,cache/cinc2016/e00072.npz,1
e00073,training-e,normal,30.813,11,cache/cinc2016/e00073.npz,1
e00074,training-e,normal,37.653,14,cache/cinc2016/e00074.npz,2
e00075,training-e,normal,17.065,5,cache/cinc2016/e00075.npz,2
e00076,training-e,normal,31.719,11,cache/cinc2016/e00076.npz,1
e00077,training-e,normal,11.602,3,cache/cinc2016/e00077.npz,3
e00078,training-e,normal,38.88,14,cache/cinc2016/e00078.npz,2
e00079,training-e,normal,23.001,8,cache/cinc2016/e00079.npz,1
e00080,training-e,normal,19.113,6,cache/cinc2016/e00080.npz,0
e00081,training-e,normal,12.739,4,cache/cinc2016/e00081.npz,3
e00082,training-e,normal,16.658,5,cache/cinc2016/e00082.npz,3
e00083,training-e,normal,42.194,15,cache/cinc2016/e00083.npz,4
e00084,training-e,normal,18.428,6,cache/cinc2016/e00084.npz,4
e00085,training-e,normal,18.862,6,cache/cinc2016/e00085.npz,0
e00086,training-e,normal,11.704,3,cache/cinc2016/e00086.npz,3
e00087,training-e,abnormal,21.734,7,cache/cinc2016/e00087.npz,3
e00088,training-e,normal,44.974,16,cache/cinc2016/e00088.npz,1
e00089,training-e,normal,25.47,9,cache/cinc2016/e00089.npz,1
e00090,training-e,normal,38.907,14,cache/cinc2016/e00090.npz,2
e00091,training-e,normal,25.995,9,cache/cinc2016/e00091.npz,2
e00092,training-e,normal,19.7,6,cache/cinc2016/e00092.npz,3
e00093,training-e,normal,18.583,6,cache/cinc2016/e00093.npz,1
e00094,training-e,normal,12.163,3,cache/cinc2016/e00094.npz,4
e00095,training-e,normal,25.93,9,cache/cinc2016/e00095.npz,1
e00096,training-e,normal,23.736,8,cache/cinc2016/e00096.npz,3
e00097,training-e,abnormal,21.9895,7,cache/cinc2016/e00097.npz,4
e00098,training-e,normal,30.174,11,cache/cinc2016/e00098.npz,0
e00099,training-e,normal,26.866,9,cache/cinc2016/e00099.npz,1
e00100,training-e,normal,20.543,7,cache/cinc2016/e00100.npz,0
e00101,training-e,normal,14.614,4,cache/cinc2016/e00101.npz,3
e00102,training-e,normal,35.111,13,cache/cinc2016/e00102.npz,0
e00103,training-e,normal,10.943,3,cache/cinc2016/e00103.npz,4
e00104,training-e,normal,30.093,11,cache/cinc2016/e00104.npz,2
e00105,training-e,normal,11.222,3,cache/cinc2016/e00105.npz,2
e00106,training-e,normal,16.861,5,cache/cinc2016/e00106.npz,0
e00107,training-e,normal,20.225,7,cache/cinc2016/e00107.npz,1
e00108,training-e,normal,28.421,10,cache/cinc2016/e00108.npz,1
e00109,training-e,normal,19.962,6,cache/cinc2016/e00109.npz,0
e00110,training-e,normal,31.941,11,cache/cinc2016/e00110.npz,1
e00111,training-e,normal,13.905,4,cache/cinc2016/e00111.npz,0
e00112,training-e,normal,10.678,3,cache/cinc2016/e00112.npz,1
e00113,training-e,normal,33.156,12,cache/cinc2016/e00113.npz,0
e00114,training-e,abnormal,21.9665,7,cache/cinc2016/e00114.npz,1
e00115,training-e,normal,14.378,4,cache/cinc2016/e00115.npz,2
e00116,training-e,normal,32.449,11,cache/cinc2016/e00116.npz,1
e00117,training-e,normal,26.031,9,cache/cinc2016/e00117.npz,0
e00118,training-e,normal,21.437,7,cache/cinc2016/e00118.npz,2
e00119,training-e,normal,24.744,8,cache/cinc2016/e00119.npz,4
e00120,training-e,abnormal,47.6195,18,cache/cinc2016/e00120.npz,3
e00121,training-e,normal,37.459,13,cache/cinc2016/e00121.npz,4
e00122,training-e,normal,10.044,3,cache/cinc2016/e00122.npz,1
e00123,training-e,normal,15.132,5,cache/cinc2016/e00123.npz,1
e00124,training-e,normal,17.995,6,cache/cinc2016/e00124.npz,0
e00125,training-e,normal,14.439,4,cache/cinc2016/e00125.npz,1
e00126,training-e,normal,14.288,4,cache/cinc2016/e00126.npz,3
e00127,training-e,normal,27.293,9,cache/cinc2016/e00127.npz,1
e00128,training-e,normal,46.94,17,cache/cinc2016/e00128.npz,0
e00129,training-e,normal,23.551,8,cache/cinc2016/e00129.npz,1
e00130,training-e,normal,10.837,3,cache/cinc2016/e00130.npz,2
e00131,training-e,normal,17.481,5,cache/cinc2016/e00131.npz,4
e00132,training-e,normal,12.706,4,cache/cinc2016/e00132.npz,1
e00133,training-e,normal,32.804,12,cache/cinc2016/e00133.npz,2
e00134,training-e,normal,44.31,16,cache/cinc2016/e00134.npz,1
e00135,training-e,abnormal,21.0375,7,cache/cinc2016/e00135.npz,2
e00136,training-e,normal,17.637,6,cache/cinc2016/e00136.npz,2
e00137,training-e,normal,13.007,4,cache/cinc2016/e00137.npz,0
e00138,training-e,normal,34.377,12,cache/cinc2016/e00138.npz,0
e00139,training-e,normal,9.322,2,cache/cinc2016/e00139.npz,2
e00140,training-e,abnormal,23.29,8,cache/cinc2016/e00140.npz,2
e00141,training-e,normal,21.642,7,cache/cinc2016/e00141.npz,4
e00142,training-e,abnormal,24.218,8,cache/cinc2016/e00142.npz,4
e00143,training-e,normal,14.152,4,cache/cinc2016/e00143.npz,3
e00144,training-e,normal,17.326,5,cache/cinc2016/e00144.npz,4
e00145,training-e,normal,30.253,11,cache/cinc2016/e00145.npz,0
e00146,training-e,normal,23.277,8,cache/cinc2016/e00146.npz,3
e00147,training-e,normal,12.318,3,cache/cinc2016/e00147.npz,0
e00148,training-e,normal,22.689,8,cache/cinc2016/e00148.npz,0
e00149,training-e,normal,20.47,7,cache/cinc2016/e00149.npz,0
e00150,training-e,normal,17.309,5,cache/cinc2016/e00150.npz,2
e00151,training-e,normal,19.562,6,cache/cinc2016/e00151.npz,2
e00152,training-e,abnormal,11.6565,3,cache/cinc2016/e00152.npz,0
e00153,training-e,normal,27.528,10,cache/cinc2016/e00153.npz,2
e00154,training-e,normal,22.573,8,cache/cinc2016/e00154.npz,2
e00155,training-e,normal,10.781,3,cache/cinc2016/e00155.npz,0
e00156,training-e,normal,25.357,9,cache/cinc2016/e00156.npz,3
e00157,training-e,normal,44.984,16,cache/cinc2016/e00157.npz,0
e00158,training-e,normal,27.901,10,cache/cinc2016/e00158.npz,0
e00159,training-e,normal,23.548,8,cache/cinc2016/e00159.npz,0
e00160,training-e,normal,16.142,5,cache/cinc2016/e00160.npz,4
e00161,training-e,normal,14.994,4,cache/cinc2016/e00161.npz,2
e00162,training-e,normal,24.24,8,cache/cinc2016/e00162.npz,2
e00163,training-e,normal,20.371,7,cache/cinc2016/e00163.npz,1
e00164,training-e,normal,47.428,17,cache/cinc2016/e00164.npz,0
e00165,training-e,normal,12.666,4,cache/cinc2016/e00165.npz,1
e00166,training-e,normal,23.124,8,cache/cinc2016/e00166.npz,1
e00167,training-e,normal,23.03,8,cache/cinc2016/e00167.npz,1
e00168,training-e,normal,12.222,3,cache/cinc2016/e00168.npz,1
e00169,training-e,normal,18.394,6,cache/cinc2016/e00169.npz,1
e00170,training-e,normal,17.473,5,cache/cinc2016/e00170.npz,1
e00171,training-e,normal,25.385,9,cache/cinc2016/e00171.npz,1
e00172,training-e,normal,20.818,7,cache/cinc2016/e00172.npz,0
e00173,training-e,normal,36.31,13,cache/cinc2016/e00173.npz,4
e00174,training-e,normal,16.44,5,cache/cinc2016/e00174.npz,3
e00175,training-e,normal,20.169,7,cache/cinc2016/e00175.npz,4
e00176,training-e,abnormal,38.912,14,cache/cinc2016/e00176.npz,4
e00177,training-e,normal,8.925,2,cache/cinc2016/e00177.npz,0
e00178,training-e,normal,26.21,9,cache/cinc2016/e00178.npz,4
e00179,training-e,normal,12.706,4,cache/cinc2016/e00179.npz,1
e00180,training-e,normal,20.001,7,cache/cinc2016/e00180.npz,1
e00181,training-e,normal,18.634,6,cache/cinc2016/e00181.npz,3
e00182,training-e,normal,20.793,7,cache/cinc2016/e00182.npz,3
e00183,training-e,normal,26.464,9,cache/cinc2016/e00183.npz,2
e00184,training-e,normal,30.598,11,cache/cinc2016/e00184.npz,1
e00185,training-e,normal,44.946,16,cache/cinc2016/e00185.npz,2
e00186,training-e,normal,17.094,5,cache/cinc2016/e00186.npz,1
e00187,training-e,normal,18.597,6,cache/cinc2016/e00187.npz,1
e00188,training-e,normal,13.906,4,cache/cinc2016/e00188.npz,3
e00189,training-e,normal,25.436,9,cache/cinc2016/e00189.npz,4
e00190,training-e,normal,11.558,3,cache/cinc2016/e00190.npz,3
e00191,training-e,abnormal,81.633,31,cache/cinc2016/e00191.npz,0
e00192,training-e,normal,26.139,9,cache/cinc2016/e00192.npz,3
e00193,training-e,normal,20.652,7,cache/cinc2016/e00193.npz,2
e00194,training-e,normal,18.652,6,cache/cinc2016/e00194.npz,0
e00195,training-e,abnormal,19.32,6,cache/cinc2016/e00195.npz,1
e00196,training-e,normal,40.029,15,cache/cinc2016/e00196.npz,1
e00197,training-e,normal,55.812,21,cache/cinc2016/e00197.npz,2
e00198,training-e,normal,24.32,8,cache/cinc2016/e00198.npz,4
e00199,training-e,normal,11.61,3,cache/cinc2016/e00199.npz,1
e00200,training-e,normal,13.737,4,cache/cinc2016/e00200.npz,3
e00201,training-e,normal,16.078,5,cache/cinc2016/e00201.npz,2
e00202,training-e,normal,25.745,9,cache/cinc2016/e00202.npz,3
e00203,training-e,normal,21.94,7,cache/cinc2016/e00203.npz,3
e00204,training-e,normal,32.761,12,cache/cinc2016/e00204.npz,1
e00205,training-e,normal,19.848,6,cache/cinc2016/e00205.npz,1
e00206,training-e,normal,42.654,16,cache/cinc2016/e00206.npz,4
e00207,training-e,normal,19.378,6,cache/cinc2016/e00207.npz,2
e00208,training-e,normal,18.573,6,cache/cinc2016/e00208.npz,2
e00209,training-e,normal,15.833,5,cache/cinc2016/e00209.npz,3
e00210,training-e,normal,16.0,5,cache/cinc2016/e00210.npz,0
e00211,training-e,normal,18.057,6,cache/cinc2016/e00211.npz,1
e00212,training-e,normal,9.331,2,cache/cinc2016/e00212.npz,1
e00213,training-e,normal,22.737,8,cache/cinc2016/e00213.npz,3
e00214,training-e,normal,15.38,5,cache/cinc2016/e00214.npz,1
e00215,training-e,normal,51.344,19,cache/cinc2016/e00215.npz,2
e00216,training-e,abnormal,8.127,2,cache/cinc2016/e00216.npz,1
e00217,training-e,normal,33.616,12,cache/cinc2016/e00217.npz,0
e00218,training-e,normal,21.038,7,cache/cinc2016/e00218.npz,2
e00219,training-e,normal,25.138,9,cache/cinc2016/e00219.npz,1
e00220,training-e,normal,24.19,8,cache/cinc2016/e00220.npz,4
e00221,training-e,normal,40.127,15,cache/cinc2016/e00221.npz,4
e00222,training-e,normal,53.262,20,cache/cinc2016/e00222.npz,1
e00223,training-e,normal,17.62,6,cache/cinc2016/e00223.npz,1
e00224,training-e,normal,15.217,5,cache/cinc2016/e00224.npz,4
e00225,training-e,normal,15.973,5,cache/cinc2016/e00225.npz,0
e00226,training-e,normal,27.377,9,cache/cinc2016/e00226.npz,1
e00227,training-e,normal,16.938,5,cache/cinc2016/e00227.npz,4
e00228,training-e,abnormal,21.2695,7,cache/cinc2016/e00228.npz,2
e00229,training-e,normal,28.334,10,cache/cinc2016/e00229.npz,2
e00230,training-e,normal,19.933,6,cache/cinc2016/e00230.npz,2
e00231,training-e,normal,26.885,9,cache/cinc2016/e00231.npz,0
e00232,training-e,normal,28.489,10,cache/cinc2016/e00232.npz,1
e00233,training-e,normal,17.037,5,cache/cinc2016/e00233.npz,4
e00234,training-e,normal,25.736,9,cache/cinc2016/e00234.npz,3
e00235,training-e,normal,20.622,7,cache/cinc2016/e00235.npz,2
e00236,training-e,normal,18.444,6,cache/cinc2016/e00236.npz,3
